PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
11552,20080229,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20080306,54.26,59.7,56.4099,980385,0.005345,56.37,56.44,403759,2,2,56.4099,,20080229,0.005345,-0.021664,-0.023605,-0.021401,-0.022916,-0.034761
11552,20080331,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20080421,54.35,61.82,61.29,1161740,0.086511,61.2,61.26,435692,2,2,61.29,,20080331,0.086511,-0.01042,-0.012158,-0.02531,-0.027567,-0.00596
11552,20080430,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20080504,62.03,64.78,62.14,703479,0.013868,62.15,62.18,435755,2,2,62.14,,20080430,0.013868,0.051105,0.049781,0.031907,0.03049,0.047547
11552,20080530,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20080629,56.9,65.64,60.86,970511,-0.020599,60.82,60.84,435866,2,2,60.86,,20080530,-0.020599,0.023841,0.021528,0.031786,0.029774,0.010674
11552,20080630,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20080724,58.74,63.87,63.87,810625,0.049458,63.83,63.87,454606,2,2,63.87,,20080630,0.049458,-0.078433,-0.080247,-0.086625,-0.088745,-0.085962
11552,20080731,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20080929,67.37,75.49,75.49,1416406,0.181932,75.44,75.48,454884,2,2,75.49,,20080731,0.181932,-0.013328,-0.014677,-0.001296,-0.002657,-0.009859
11552,20080829,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,69.3,77.01,69.3,742643,-0.081998,69.37,69.39,454884,2,2,69.3,,20080829,-0.081998,0.010564,0.008574,0.013023,0.011122,0.012191
11552,20080930,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20081022,56,71.15,63.28,1186914,-0.086869,63.27,63.28,458121,2,2,63.28,,20080930,-0.086869,-0.098007,-0.099796,-0.120095,-0.122188,-0.090791
11552,20081031,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20081230,52.71,64.26,64.26,1569614,0.015487,64.25,64.26,458188,2,2,64.26,,20081031,0.015487,-0.184603,-0.186091,-0.205222,-0.206835,-0.169425
11552,20081128,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,47.5,65.23,52.1,1034507,-0.189231,52.1,52.08,458188,2,2,52.1,,20081128,-0.189231,-0.084615,-0.087354,-0.13032,-0.132591,-0.074849
11552,20081231,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20090204,47.25,55.28,55.28,1135445,0.061036,55.25,55.29,459130,2,2,55.28,,20081231,0.061036,0.022148,0.019081,0.042177,0.037024,0.007822
11552,20090130,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,48.33,56.49,52.95,1131981,-0.042149,52.95,52.97,459130,2,2,52.95,,20090130,-0.042149,-0.077324,-0.078717,-0.024042,-0.025384,-0.085657
11552,20090227,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20090330,44.73,55.35,44.73,1056214,-0.155241,44.61,44.67,459463,2,2,44.73,,20090227,-0.155241,-0.100212,-0.103398,-0.107667,-0.109769,-0.109931
11552,20090331,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20090420,39.95,48.42,44.4,1510187,-0.007378,44.35,44.44,460107,2,2,44.4,,20090331,-0.007378,0.08669,0.083432,0.10747,0.104391,0.085405
11552,20090430,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20090629,38.01,42.72,42.72,1783897,-0.037838,42.65,42.68,460289,2,2,42.72,,20090430,-0.037838,0.109359,0.107523,0.192762,0.190929,0.093925
11552,20090529,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,39.11,42.24,42.24,1077006,-0.011236,42.17,42.2,460289,2,2,42.24,,20090529,-0.011236,0.067789,0.065139,0.10233,0.10021,0.053081
11552,20090630,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20090726,42.23,48.33,47.84,1027668,0.132576,47.87,47.87,458522,2,2,47.84,,20090630,0.132576,-0.003098,-0.00504,0.023921,0.021352,0.000196
11552,20090731,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20090929,46.02,57.68,56.96,1028328,0.190635,56.96,57.01,458622,2,2,56.96,,20090731,0.190635,0.081719,0.080298,0.085217,0.083763,0.074142
11552,20090831,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,51.99,57.79,52.17,692528,-0.084094,52.18,52.18,458622,2,2,52.17,,20090831,-0.084094,0.031459,0.0293,0.056864,0.05531,0.03356
11552,20090930,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20091022,50.97,55.9,55.9,700488,0.071497,55.89,55.91,458987,2,2,55.9,,20090930,0.071497,0.045222,0.043582,0.071251,0.069383,0.035723
11552,20091030,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20091230,50.45,56.56,51.05,831836,-0.086762,51.01,51.04,459602,2,2,51.05,,20091030,-0.086762,-0.027993,-0.02925,-0.050612,-0.051739,-0.019762
11552,20091130,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,50.21,55.75,55.45,650220,0.08619,55.41,55.45,459602,2,2,55.45,,20091130,0.08619,0.057098,0.054642,0.028444,0.026485,0.057364
11552,20091231,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20100210,50.62,57.32,55.68,964095,0.004148,55.67,55.73,459291,2,2,55.68,,20091231,0.004148,0.028419,0.026392,0.055,0.051972,0.017771
11552,20100129,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,55.09,58.74,56.78,815899,0.019756,56.78,56.79,459291,2,2,56.78,,20100129,0.019756,-0.037096,-0.038109,-0.011388,-0.012292,-0.036974
11552,20100226,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20100330,54.77,60.04,59.52,616127,0.048256,59.5,59.51,459731,2,2,59.52,,20100226,0.048256,0.034775,0.032689,0.033603,0.032232,0.028514
11552,20100331,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20100419,60.99,65.02,61.96,666818,0.040995,61.9,61.95,460841,2,2,61.96,,20100331,0.040995,0.063605,0.06192,0.069271,0.067236,0.058796
11552,20100430,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20100629,58.39,63.4,61.99,882167,0.000484,61.99,62.05,460863,2,2,61.99,,20100430,0.000484,0.020043,0.01893,0.057837,0.056691,0.014759
11552,20100528,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,51.66,61.89,52.76,1110634,-0.148895,52.68,52.72,460863,2,2,52.76,,20100528,-0.148895,-0.079137,-0.081225,-0.076968,-0.078468,-0.081976
11552,20100630,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20100722,50.82,56.07,50.82,999690,-0.03677,50.78,50.82,459447,2,2,50.82,,20100630,-0.03677,-0.050717,-0.052457,-0.056666,-0.058741,-0.053882
11552,20100730,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20100929,49.02,55.15,55.15,852717,0.085203,55.12,55.19,459454,2,2,55.15,,20100730,0.085203,0.070293,0.068595,0.059958,0.0587,0.068778
11552,20100831,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,50.62,57.81,51.47,754046,-0.066727,51.47,51.52,459454,2,2,51.47,,20100831,-0.066727,-0.042813,-0.044939,-0.047592,-0.049109,-0.047449
11552,20100930,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20101025,52.73,58.46,57.61,596149,0.119293,57.61,57.62,459940,2,2,57.61,,20100930,0.119293,0.091517,0.089634,0.09637,0.09444,0.087551
11552,20101029,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20101230,57.37,62.03,62.03,692361,0.076723,62.02,62.06,470640,2,2,62.03,,20101029,0.076723,0.038531,0.037009,0.040681,0.039487,0.036856
11552,20101130,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,59.38,62.95,59.38,567132,-0.042721,59.34,59.37,470640,2,2,59.38,,20101130,-0.042721,0.005107,0.002907,0.010661,0.008899,-0.00229
11552,20101231,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,541710,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20110126,55.64,60.59,59.14,876594,-0.004042,59.12,59.14,470388,2,2,59.14,,20101231,-0.004042,0.06715,0.064817,0.068774,0.065393,0.0653
11552,20110131,20141231,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,2,,,,,,,,,20110217,51.1801,60.02,51.53,855992,-0.128678,51.51,51.53,470388,2,2,51.53,,20110131,-0.128678,0.019157,0.018203,0.014412,0.013611,0.022646
11552,20110228,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20110330,49.5,53.92,53.1,1266832,0.030468,53.08,53.11,464899,2,2,53.1,,20110228,0.030468,0.038165,0.036232,0.037036,0.035725,0.031957
11552,20110331,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20110418,51.92,57.575,57.575,866712,0.084275,57.53,57.54,462767,2,2,57.575,,20110331,0.084275,0.003366,0.001781,0.008605,0.006786,-0.001047
11552,20110429,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20110629,55.35,59,58.88,647211,0.022666,58.87,58.95,462801,2,2,58.88,,20110429,0.022666,0.028688,0.027573,0.019203,0.018109,0.028495
11552,20110531,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,58.79,60.95,60.91,648543,0.034477,60.9,60.91,462801,2,2,60.91,,20110531,0.034477,-0.014935,-0.016942,-0.01855,-0.020191,-0.013501
11552,20110630,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20110725,57.83,60.53,60.32,562920,-0.009686,60.27,60.29,460010,2,2,60.32,,20110630,-0.009686,-0.018395,-0.020161,-0.024106,-0.026251,-0.018258
11552,20110729,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20110929,59.14,61.99,59.3,567068,-0.01691,59.3,59.31,458806,2,2,59.3,,20110729,-0.01691,-0.022469,-0.02361,-0.021813,-0.022838,-0.021474
11552,20110831,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,51.85,59.53,59.47,1094789,0.002867,59.46,59.48,458806,2,2,59.47,,20110831,0.002867,-0.057472,-0.059612,-0.075715,-0.077329,-0.056791
11552,20110930,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20111024,58.34,65.56,61.91,956044,0.041029,61.92,61.93,445416,2,2,61.91,,20110930,0.041029,-0.084873,-0.086564,-0.100921,-0.102888,-0.071762
11552,20111031,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20111229,60.7,67.86,64.83,796858,0.047165,64.82,64.83,443931,2,2,64.83,,20111031,0.047165,0.113982,0.112571,0.107697,0.106575,0.107723
11552,20111130,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,60.24,65.41,63.08,706608,-0.026994,63.08,63.09,443931,2,2,63.08,,20111130,-0.026994,-0.006226,-0.008893,-0.020645,-0.02248,-0.005059
11552,20111230,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20120215,61.21,68.01,67.6,711228,0.071655,67.59,67.6,437492,2,2,67.6,,20111230,0.071655,0.003702,0.001453,-0.003561,-0.00702,0.008533
11552,20120131,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,67.22,74.02,72.69,809686,0.075296,72.69,72.7,437492,2,2,72.69,,20120131,0.075296,0.054077,0.052929,0.085342,0.084432,0.043583
11552,20120229,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20120329,71.74,75.5,73.325,608343,0.008736,73.32,73.33,438810,2,2,73.325,,20120229,0.008736,0.041186,0.038914,0.036494,0.035003,0.040589
11552,20120330,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20120417,72.28,78.5,77.52,578990,0.057211,77.52,77.54,440135,2,2,77.52,,20120330,0.057211,0.023994,0.02211,0.0176,0.015303,0.031332
11552,20120430,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20120628,72.92,80.29,72.925,691326,-0.059275,72.9,72.91,440498,2,2,72.925,,20120430,-0.059275,-0.006801,-0.008019,-0.009106,-0.010235,-0.007497
11552,20120531,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,68.1,72.58,68.25,721685,-0.064107,68.24,68.25,440498,2,2,68.25,,20120531,-0.064107,-0.065531,-0.067942,-0.068438,-0.070404,-0.062651
11552,20120629,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20120722,59.445,67.62,64.16,1079313,-0.059927,64.15,64.16,433048,2,2,64.16,,20120629,-0.059927,0.038156,0.036055,0.034177,0.031622,0.039555
11552,20120731,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20120927,62.95,70.6,68.46,678950,0.06702,68.46,68.49,431424,2,2,68.46,,20120731,0.06702,0.010266,0.009012,-0.003281,-0.004484,0.012598
11552,20120831,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,68.15,72.04,72.04,618181,0.052293,72.04,72.06,431424,2,2,72.04,,20120831,0.052293,0.026265,0.023665,0.02482,0.022964,0.019763
11552,20120928,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20121018,70.96,77.27,76.4,492794,0.060522,76.36,76.39,423971,2,2,76.4,,20120928,0.060522,0.026539,0.024597,0.034924,0.03269,0.024236
11552,20121031,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20121230,73.35,80.29,73.35,531804,-0.039922,73.32,73.34,422987,2,2,73.35,,20121031,-0.039922,-0.014101,-0.01555,-0.013487,-0.014781,-0.019789
11552,20121130,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,71.3,79.39,78.59,578553,0.071438,78.6,78.65,422987,2,2,78.59,,20121130,0.071438,0.006193,0.002953,0.00279,0.000142,0.002847
11552,20121231,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20130206,77.73,82.08,78.47,599504,-0.001527,78.68,78.71,419752,2,2,78.47,,20121231,-0.001527,0.012531,0.00898,0.021872,0.016406,0.007068
11552,20130131,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,81.1,100.03,98.96,1011094,0.261119,99,99.02,419752,2,2,98.96,,20130131,0.261119,0.054093,0.052887,0.063509,0.06268,0.050428
11552,20130228,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20130327,97.835,103.27,103.27,658136,0.043553,103.18,103.19,418744,2,2,103.27,,20130228,0.043553,0.008331,0.006128,0.0035,0.00206,0.011061
11552,20130328,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20130416,105.56,115.91,115.91,655344,0.122398,115.89,115.91,418100,2,2,115.91,,20130328,0.122398,0.035274,0.033508,0.031412,0.029529,0.035988
11552,20130430,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20130627,115.55,126.84,118.07,740650,0.018635,118.06,118.07,417122,2,2,118.07,,20130430,0.018635,0.014945,0.013768,0.002477,0.001376,0.018086
11552,20130531,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,116.66,130.17,123.65,716177,0.04726,123.53,123.54,417122,2,2,123.65,,20130531,0.04726,0.019066,0.016508,0.023973,0.022131,0.020763
11552,20130628,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20130722,112.2,120.888,116.98,645356,-0.053943,116.91,116.94,411200,2,2,116.98,,20130628,-0.053943,-0.015039,-0.017055,-0.013013,-0.015633,-0.014999
11552,20130731,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20130929,118.91,146.86,146.86,631958,0.255428,146.86,147.10001,411276,2,2,146.86,,20130731,0.255428,0.052681,0.051243,0.054898,0.05372,0.049462
11552,20130830,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,132.44,148.78999,139.98,505913,-0.046847,139.98,140.02,411276,2,2,139.98,,20130830,-0.046847,-0.025714,-0.027891,-0.017278,-0.019029,-0.031298
11552,20130930,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20131021,143.00999,154.61,154.13699,584327,0.101136,153.92999,154.05,412070,2,2,154.13699,,20130930,0.101136,0.037477,0.035682,0.051828,0.049754,0.029749
11552,20131031,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20131230,146.87,160.842,148.49001,686006,-0.036636,148.49001,148.52,412070,2,2,148.49001,,20131031,-0.036636,0.039852,0.038564,0.025762,0.024591,0.044596
11552,20131129,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,144.49001,163.96001,161.77,604541,0.089434,161.77,161.84,412070,2,2,161.77,,20131129,0.089434,0.024947,0.022824,0.023398,0.02166,0.028049
11552,20131231,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20140206,159.92999,170.77,168.968,512071,0.044495,168.87,168.95,409700,2,2,168.968,,20131231,0.044495,0.026126,0.024071,0.025242,0.02201,0.023563
11552,20140131,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,151.92999,171.94,151.92999,741111,-0.100836,151.89,151.92,409700,2,2,151.92999,,20140131,-0.100836,-0.029959,-0.031065,-0.001282,-0.002254,-0.035583
11552,20140228,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20140330,148.60001,165.84,160.75,604087,0.058053,160.75,160.83,406020,2,2,160.75,,20140228,0.058053,0.046172,0.043937,0.044257,0.042687,0.043117
11552,20140331,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20140420,139.28999,163.24001,139.60001,863942,-0.131571,139.60001,139.64999,400400,2,2,139.60001,,20140331,-0.131571,0.004469,0.002751,0.001027,-0.001095,0.006932
11552,20140430,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20140617,136.89999,147.42,147.00999,873700,0.05308,147.02,147.03,400417,2,2,147.00999,,20140430,0.05308,0.00166,0.000495,-0.022319,-0.023436,0.006201
11552,20140530,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,144.12,155.13,153.03,522545,0.04095,153.00999,153.02,400417,2,2,153.03,,20140530,0.04095,0.020218,0.018011,0.006647,0.004858,0.02103
11552,20140630,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,20140212,20140625,20140618,0,,,5523,0,1,1,,,20140721,85.88,172.92,85.88,567886,0.122394,85.88,85.89,799200,1,1,85.88,,20140630,0.122394,0.027941,0.025957,0.039496,0.037053,0.019058
11552,20140731,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20140929,83.13,90.19,87.15,1083057,0.014788,87.15,87.16,799510,1,1,87.15,,20140731,0.014788,-0.020524,-0.02182,-0.035223,-0.036411,-0.01508
11552,20140829,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,85.22,95.655,95.02,803742,0.090304,95.05,95.06,799510,1,1,95.02,,20140829,0.090304,0.040171,0.038168,0.033687,0.032145,0.037655
11552,20140930,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20141020,89.46,96.21,94.78,897298,-0.002526,94.78,94.79,800200,1,1,94.78,,20140930,-0.002526,-0.025129,-0.026824,-0.045004,-0.046891,-0.015514
11552,20141031,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,20141231,86.38,107.09,107.09,1428946,0.12988,107.04,107.08,798704,1,1,107.09,,20141031,0.12988,0.021178,0.019929,0.014195,0.012951,0.023201
11552,20141128,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,104.05,113.69,113.69,762940,0.06163,113.68,113.69,798704,1,1,113.69,,20141128,0.06163,0.021149,0.018984,-0.002457,-0.004155,0.024534
11552,20141231,,11,3,2890,15102010,CELG,CELGENE CORP,,CELG,325412,Q,A,R,9374,12464,3,2890,15102010,,,,0,,,,,,,,,,106.12,118.68,111.86,1290319,-0.016096,111.86,111.87,798704,1,1,111.86,,20141231,-0.016096,-0.003616,-0.005756,-0.000214,-0.003581,-0.004189
84026,20040130,,11,1,7948,26017410,DVD,DOVER MOTORSPORTS INC,,DVD,,N,A,R,31764,0,1,7948,26017410,,,,0,,,,,,,,,20040226,3.56,4.18,3.77,6804,0.077143,3.76,3.77,16486,1,1,3.77,,20040130,0.077143,0.023049,0.022025,0.065763,0.064746,0.017276
84026,20040227,,11,1,7948,26017410,DVD,DOVER MOTORSPORTS INC,,DVD,,N,A,R,31764,0,1,7948,26017410,20040128,20040310,20040210,0,,,1232,0.01,0,0,,,20040330,3.71,4.15,3.77,6215,0.002653,3.75,3.77,16486,1,1,3.77,,20040227,0,0.015458,0.013972,0.01372,0.012522,0.012209
84026,20040331,,11,1,7948,26017410,DVD,DOVER MOTORSPORTS INC,,DVD,,N,A,R,31764,0,1,7948,26017410,,,,0,,,,,,,,,20040429,3.72,4,3.85,4954,0.02122,3.82,3.86,16618,1,1,3.85,,20040331,0.02122,-0.010674,-0.011998,0.006293,0.004664,-0.016359
84026,20040430,,11,1,7948,26017410,DVD,DOVER MOTORSPORTS INC,,DVD,,N,A,R,31764,0,1,7948,26017410,,,,0,,,,,,,,,20040527,4,5.5,4,14366,0.038961,4,4.07,16618,1,1,4,,20040430,0.038961,-0.024232,-0.025578,-0.04359,-0.044794,-0.016791
